[250, 0, 4, 1, 1, 1, 1, 250, 3, '???', 5]
[250, 0, 4, 1, 1, 1, 3, 252, 5, '???', 5]
[250, 0, 4, 1, 1, 1, 6, 0, 8, '???', 5]
[250, 0, 4, 1, 1, 1, 8, 2, 10, '???', 5]
[250, 0, 4, 1, 1, 1, 10, 4, 12, '???', 5]
[250, 0, 4, 1, 1, 1, 12, 6, 14, '???', 5]
[250, 0, 4, 1, 1, 1, 14, 8, 16, '???', 5]
[250, 0, 4, 1, 1, 1, 16, 10, 18, '???', 5]
[250, 0, 4, 1, 1, 1, 18, 12, 20, '???', 5]
[250, 0, 4, 1, 1, 1, 20, 14, 22, '???', 5]
[250, 0, 4, 1, 1, 1, 22, 16, 24, '???', 5]
[250, 0, 4, 1, 1, 1, 24, 18, 26, '???', 5]
[250, 0, 4, 1, 1, 1, 26, 20, 28, '???', 5]
[250, 0, 4, 1, 1, 1, 28, 22, 30, '???', 5]
[250, 0, 4, 1, 1, 1, 31, 25, 33, '???', 5]
[250, 0, 4, 1, 1, 1, 33, 27, 35, '???', 5]
[250, 0, 4, 1, 1, 1, 35, 29, 37, '???', 5]
[250, 0, 4, 1, 1, 1, 37, 31, 39, '???', 5]
[250, 0, 4, 1, 1, 1, 39, 33, 41, '???', 5]
[250, 0, 4, 1, 1, 1, 41, 35, 43, '???', 5]
[250, 0, 4, 1, 1, 1, 43, 37, 45, '???', 5]
[250, 0, 4, 1, 1, 1, 45, 39, 47, '???', 5]
[250, 0, 4, 1, 1, 1, 47, 41, 49, '???', 5]
[250, 0, 4, 1, 1, 1, 50, 44, 52, '???', 5]
[250, 0, 4, 1, 1, 1, 52, 46, 54, '???', 5]
[250, 0, 4, 1, 1, 1, 54, 48, 56, '???', 5]
[250, 0, 4, 1, 1, 1, 57, 51, 59, '???', 5]
[250, 0, 4, 1, 1, 1, 59, 53, 61, '???', 5]
[250, 0, 4, 1, 1, 1, 61, 55, 63, '???', 5]
[250, 0, 4, 1, 1, 1, 63, 57, 65, '???', 5]
[250, 0, 4, 1, 1, 1, 65, 59, 67, '???', 5]
[250, 0, 4, 1, 1, 1, 67, 61, 69, '???', 5]
[250, 0, 4, 1, 1, 1, 70, 64, 72, '???', 5]
[250, 0, 4, 1, 1, 1, 72, 66, 74, '???', 5]
[250, 0, 4, 1, 1, 1, 74, 68, 76, '???', 5]
[250, 0, 4, 1, 1, 1, 77, 71, 79, '???', 5]
[250, 0, 4, 1, 1, 1, 79, 73, 81, '???', 5]
[250, 0, 4, 1, 1, 1, 81, 75, 83, '???', 5]
[250, 0, 4, 1, 1, 1, 83, 77, 85, '???', 5]
[250, 0, 4, 1, 1, 1, 85, 79, 87, '???', 5]
[250, 0, 4, 1, 1, 1, 87, 81, 89, '???', 5]
[250, 0, 4, 1, 1, 1, 90, 84, 92, '???', 5]
[250, 0, 4, 1, 1, 1, 92, 86, 94, '???', 5]
[250, 0, 4, 1, 1, 1, 94, 88, 96, '???', 5]
[250, 0, 4, 1, 1, 1, 96, 90, 98, '???', 5]
[250, 0, 4, 1, 1, 1, 98, 92, 100, '???', 5]
[250, 0, 4, 1, 1, 1, 100, 94, 102, '???', 5]
[250, 0, 4, 1, 1, 1, 102, 96, 104, '???', 5]
[250, 0, 4, 1, 1, 1, 104, 98, 106, '???', 5]
[250, 0, 4, 1, 1, 1, 106, 100, 108, '???', 5]
[250, 0, 4, 1, 1, 1, 108, 102, 110, '???', 5]
[250, 0, 4, 1, 1, 1, 110, 104, 112, '???', 5]
[250, 0, 4, 1, 1, 1, 113, 107, 115, '???', 5]
[250, 0, 4, 1, 1, 1, 115, 109, 117, '???', 5]
[250, 0, 4, 1, 1, 1, 118, 112, 120, '???', 5]
[250, 0, 4, 1, 1, 1, 120, 114, 122, '???', 5]
[250, 0, 4, 1, 1, 1, 122, 116, 124, '???', 5]
[250, 0, 4, 1, 1, 1, 125, 119, 127, '???', 5]
[250, 0, 4, 1, 1, 1, 127, 121, 129, '???', 5]
[250, 0, 4, 1, 1, 1, 130, 124, 132, '???', 5]
[250, 0, 4, 1, 1, 1, 133, 127, 135, '???', 5]
[250, 0, 4, 1, 1, 1, 136, 130, 138, '???', 5]
[250, 0, 4, 1, 1, 1, 138, 132, 140, '???', 5]
[250, 0, 4, 1, 1, 1, 140, 134, 142, '???', 5]
[250, 0, 4, 1, 1, 1, 142, 136, 144, '???', 5]
[250, 0, 4, 1, 1, 1, 144, 138, 146, '???', 5]
[250, 0, 4, 1, 1, 1, 147, 141, 149, '???', 5]
[250, 0, 4, 1, 1, 1, 151, 145, 153, '???', 5]
[250, 0, 4, 1, 1, 1, 153, 147, 155, '???', 5]
[250, 0, 4, 1, 1, 1, 155, 149, 157, '???', 5]
[250, 0, 4, 1, 1, 1, 157, 151, 159, '???', 5]
[250, 0, 4, 1, 1, 1, 159, 153, 161, '???', 5]
[250, 0, 4, 1, 1, 1, 161, 155, 163, '???', 5]
[250, 0, 4, 1, 1, 1, 163, 157, 165, '???', 5]
[250, 0, 4, 1, 1, 1, 165, 159, 167, '???', 5]
[250, 0, 4, 1, 1, 1, 167, 161, 169, '???', 5]
[250, 0, 4, 1, 1, 1, 169, 163, 171, '???', 5]
[250, 0, 4, 1, 1, 1, 171, 165, 173, '???', 5]
[250, 0, 4, 1, 1, 1, 173, 167, 175, '???', 5]
[250, 0, 4, 1, 1, 1, 175, 169, 177, '???', 5]
[250, 0, 4, 1, 1, 1, 177, 171, 179, '???', 5]
[250, 0, 4, 1, 1, 1, 179, 173, 181, '???', 5]
[250, 0, 4, 1, 1, 1, 181, 175, 183, '???', 5]
[250, 0, 4, 1, 1, 1, 183, 177, 185, '???', 5]
[250, 0, 4, 1, 1, 1, 185, 179, 187, '???', 5]
[250, 0, 4, 1, 1, 1, 187, 181, 189, '???', 5]
[250, 0, 4, 1, 1, 1, 189, 183, 191, '???', 5]
[250, 0, 4, 1, 1, 1, 191, 185, 193, '???', 5]
[250, 0, 4, 1, 1, 1, 193, 187, 195, '???', 5]
[250, 0, 4, 1, 1, 1, 195, 189, 197, '???', 5]
[250, 0, 4, 1, 1, 1, 197, 191, 199, '???', 5]
[250, 0, 4, 1, 1, 1, 199, 193, 201, '???', 5]
[250, 0, 4, 1, 1, 1, 201, 195, 203, '???', 5]
[250, 0, 4, 1, 1, 1, 203, 197, 205, '???', 5]
[250, 0, 4, 1, 1, 1, 205, 199, 207, '???', 5]
[250, 0, 4, 1, 1, 1, 207, 201, 209, '???', 5]
[250, 0, 4, 1, 1, 1, 209, 203, 211, '???', 5]
[250, 0, 4, 1, 1, 1, 211, 205, 213, '???', 5]
[250, 0, 4, 1, 1, 1, 213, 207, 215, '???', 5]
[250, 0, 4, 1, 1, 1, 215, 209, 217, '???', 5]
[250, 0, 4, 1, 1, 1, 217, 211, 219, '???', 5]
[250, 0, 4, 1, 1, 1, 219, 213, 221, '???', 5]
[250, 0, 4, 1, 1, 1, 221, 215, 223, '???', 5]
[250, 0, 4, 1, 1, 1, 223, 217, 225, '???', 5]
[250, 0, 4, 1, 1, 1, 225, 219, 227, '???', 5]
[250, 0, 4, 1, 1, 1, 227, 221, 229, '???', 5]
[250, 0, 4, 1, 1, 1, 230, 224, 232, '???', 5]
[250, 0, 4, 1, 1, 1, 232, 226, 234, '???', 5]
[250, 0, 4, 1, 1, 1, 234, 228, 236, '???', 5]
[250, 0, 4, 1, 1, 1, 236, 230, 238, '???', 5]
[250, 0, 4, 1, 1, 1, 238, 232, 240, '???', 5]
[250, 0, 4, 1, 1, 1, 240, 234, 242, '???', 5]
[250, 0, 4, 1, 1, 1, 242, 236, 244, '???', 5]
[250, 0, 4, 1, 1, 1, 244, 238, 246, '???', 5]
[250, 0, 4, 1, 1, 1, 247, 241, 249, '???', 5]
[250, 0, 4, 1, 1, 1, 249, 243, 251, '???', 5]
[250, 0, 4, 1, 1, 1, 251, 245, 253, '???', 5]
[250, 0, 4, 1, 1, 1, 253, 247, 0, '???', 5]
[250, 0, 4, 1, 1, 1, 255, 249, 2, '???', 5]
